,id,order_id,quantity,item_name,choice_description,item_price
3334,3335,1336,3,Steak Bowl,"[Tomatillo Green Chili (Medium), [Rice, Black Beans, Sour Cream, Cheese]]",26.07
3335,3336,1337,1,Steak Bowl,"[Fresh Tomato Salsa, [Cheese, Black Beans, Pinto Beans, Guacamole, Sour Cream]]",11.75
3336,3337,1337,1,Bottled Water,nan,1.5
3337,3338,1338,1,Steak Bowl,"[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Lettuce]]",8.99
3338,3339,1338,1,Carnitas Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Pinto Beans, Lettuce]]",8.99
3339,3340,1339,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
3340,3341,1340,1,Carnitas Soft Tacos,"[Tomatillo Red Chili Salsa, [Cheese, Sour Cream, Lettuce]]",9.25
3341,3342,1340,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
3342,3343,1341,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
3343,3344,1341,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",8.75
3344,3345,1341,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce]]",8.75
3345,3346,1341,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
3346,3347,1341,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]",8.75
3347,3348,1342,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce, Cheese]]",8.75
3348,3349,1342,1,Chips,nan,2.15
3349,3350,1342,1,Canned Soft Drink,[Sprite],1.25
3350,3351,1343,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Cheese, Guacamole, Lettuce]]",11.89
3351,3352,1343,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",8.75
3352,3353,1344,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75
3353,3354,1344,1,Chips and Guacamole,nan,4.45
3354,3355,1345,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",18.5
3355,3356,1346,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]",9.25
3356,3357,1346,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.39
3357,3358,1347,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49
3358,3359,1347,1,Chips and Tomatillo-Red Chili Salsa,nan,2.39
3359,3360,1348,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
3360,3361,1348,1,Side of Chips,nan,1.69
3361,3362,1348,1,Bottled Water,nan,1.09
3362,3363,1349,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Cheese, Sour Cream]]",8.99
3363,3364,1349,1,Chicken Salad,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
3364,3365,1349,2,Canned Soda,[Coca Cola],2.18
3365,3366,1350,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.25
3366,3367,1350,1,Canned Soft Drink,[Nestea],1.25
3367,3368,1351,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
3368,3369,1351,1,Nantucket Nectar,[Pineapple Orange Banana],3.39
3369,3370,1352,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
3370,3371,1352,1,Chips and Guacamole,nan,3.99
3371,3372,1353,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3372,3373,1353,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
3373,3374,1354,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
3374,3375,1354,1,Side of Chips,nan,1.69
3375,3376,1355,2,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",16.98
3376,3377,1356,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",9.25
3377,3378,1356,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",9.25
3378,3379,1356,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",11.75
3379,3380,1356,1,Canned Soft Drink,[Diet Coke],1.25
3380,3381,1357,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Cheese, Guacamole, Lettuce]]",11.25
3381,3382,1357,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",8.75
3382,3383,1358,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Cheese, Lettuce]]",8.49
3383,3384,1358,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
3384,3385,1359,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",8.75
3385,3386,1359,1,Canned Soft Drink,[Diet Coke],1.25
3386,3387,1359,1,Canned Soft Drink,[Lemonade],1.25
3387,3388,1359,1,Canned Soft Drink,[Nestea],1.25
3388,3389,1360,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",11.25
3389,3390,1360,2,6 Pack Soft Drink,[Diet Coke],12.98
3390,3391,1360,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
3391,3392,1360,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
3392,3393,1360,1,Chips and Guacamole,nan,4.45
3393,3394,1361,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3394,3395,1361,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
3395,3396,1362,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98
3396,3397,1362,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce]]",8.49
3397,3398,1363,1,Veggie Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Cheese, Sour Cream, Lettuce]]",8.49
3398,3399,1363,1,Chips and Roasted Chili-Corn Salsa,nan,2.39
3399,3400,1364,1,Steak Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Lettuce, Cheese, Rice]]",9.25
3400,3401,1364,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Guacamole, Cheese, Sour Cream]]",11.25
3401,3402,1365,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Cheese, Lettuce, Rice, Pinto Beans]]",8.75
3402,3403,1365,1,Chips and Tomatillo Green Chili Salsa,nan,2.95
3403,3404,1365,1,Bottled Water,nan,1.5
3404,3405,1366,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
3405,3406,1366,1,Chips and Fresh Tomato Salsa,nan,2.95
3406,3407,1367,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, Lettuce]",9.25
3407,3408,1367,1,Chips and Fresh Tomato Salsa,nan,2.95
3408,3409,1367,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
3409,3410,1367,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
3410,3411,1368,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Guacamole, Lettuce]]",11.25
3411,3412,1368,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Lettuce]]",8.75
3412,3413,1369,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75
3413,3414,1369,1,Chips and Guacamole,nan,4.45
3414,3415,1370,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce]]",11.25
3415,3416,1370,1,Canned Soft Drink,[Coke],1.25
3416,3417,1371,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75
3417,3418,1371,1,Chips and Fresh Tomato Salsa,nan,2.95
3418,3419,1371,2,Canned Soft Drink,[Diet Coke],2.5
3419,3420,1372,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",9.25
3420,3421,1372,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
3421,3422,1373,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25
3422,3423,1373,1,6 Pack Soft Drink,[Coke],6.49
3423,3424,1374,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",17.5
3424,3425,1375,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
3425,3426,1375,1,Side of Chips,nan,1.69
3426,3427,1376,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Cheese, Lettuce]]",8.49
3427,3428,1376,1,Chips and Guacamole,nan,3.99
3428,3429,1377,1,Chicken Bowl,"[Fresh Tomato Salsa, [Cheese, Black Beans, Rice]]",8.75
3429,3430,1377,1,Chips and Tomatillo Red Chili Salsa,nan,2.95
3430,3431,1377,1,Chips and Tomatillo Red Chili Salsa,nan,2.95
3431,3432,1378,1,Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Cheese, Lettuce]]",8.49
3432,3433,1378,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Lettuce]]",8.99
3433,3434,1379,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream]]",8.99
3434,3435,1379,1,Canned Soda,[Sprite],1.09
3435,3436,1380,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75
3436,3437,1380,1,Chips and Guacamole,nan,4.45
3437,3438,1380,1,Canned Soft Drink,[Coke],1.25
3438,3439,1381,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",11.25
3439,3440,1381,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
3440,3441,1382,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole]]",11.25
3441,3442,1382,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
3442,3443,1383,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Guacamole, Lettuce]]",11.25
3443,3444,1383,1,Bottled Water,nan,1.5
3444,3445,1384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",11.25
3445,3446,1384,1,Chips,nan,2.15
3446,3447,1385,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
3447,3448,1386,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
3448,3449,1386,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]",11.75
3449,3450,1387,1,Chips and Roasted Chili Corn Salsa,nan,2.95
3450,3451,1387,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3451,3452,1388,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25
3452,3453,1388,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",9.25
3453,3454,1389,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",8.75
3454,3455,1389,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",9.25
3455,3456,1389,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",8.75
3456,3457,1390,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese]]",8.75
3457,3458,1390,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese]]",8.75
3458,3459,1390,1,Canned Soft Drink,[Coke],1.25
3459,3460,1391,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]",11.25
3460,3461,1391,1,Bottled Water,nan,1.5
3461,3462,1391,1,Chips,nan,2.15
3462,3463,1392,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
3463,3464,1392,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75
3464,3465,1392,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Guacamole, Lettuce]]",11.25
3465,3466,1393,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75
3466,3467,1393,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",8.75
3467,3468,1394,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]",11.25
3468,3469,1394,1,Chips and Guacamole,nan,4.45
3469,3470,1395,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce]]",8.49
3470,3471,1395,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Sour Cream]]",8.49
3471,3472,1395,1,Veggie Salad,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
3472,3473,1396,1,Chicken Crispy Tacos,"[Roasted Chili Corn Salsa (Medium), [Cheese, Sour Cream, Lettuce]]",8.49
3473,3474,1396,1,Steak Soft Tacos,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",8.99
3474,3475,1396,1,Side of Chips,nan,1.69
3475,3476,1396,1,Chips and Fresh Tomato Salsa,nan,2.39
3476,3477,1396,1,Canned Soda,[Coca Cola],1.09
3477,3478,1396,1,Canned Soda,[Dr. Pepper],1.09
3478,3479,1397,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3479,3480,1397,1,Chips and Tomatillo Green Chili Salsa,nan,2.95
3480,3481,1398,3,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",35.25
3481,3482,1399,1,Chicken Bowl,"[Fresh Tomato Salsa, [Cheese, Rice, Black Beans]]",8.75
3482,3483,1399,1,Chips and Tomatillo Red Chili Salsa,nan,2.95
3483,3484,1399,1,Canned Soft Drink,[Sprite],1.25
3484,3485,1400,1,Chicken Bowl,"[Fresh Tomato Salsa, [Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables]]",11.25
3485,3486,1400,1,Chips,nan,2.15
3486,3487,1401,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",9.25
3487,3488,1401,1,Chips and Guacamole,nan,4.45
3488,3489,1402,1,Chicken Burrito,"[Roasted Chili Corn Salsa, Fajita Vegetables]",8.75
3489,3490,1402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
3490,3491,1402,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Sour Cream]]",8.75
3491,3492,1402,1,Chips and Guacamole,nan,4.45
3492,3493,1403,1,Canned Soft Drink,[Diet Coke],1.25
3493,3494,1403,1,Steak Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce]]",11.89
3494,3495,1404,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75
3495,3496,1404,1,Chips,nan,2.15
3496,3497,1404,1,Canned Soft Drink,[Diet Coke],1.25
3497,3498,1405,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",8.49
3498,3499,1405,1,Canned Soda,[Diet Dr. Pepper],1.09
3499,3500,1405,1,Bottled Water,nan,1.09
3500,3501,1405,1,Side of Chips,nan,1.69
3501,3502,1406,1,Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",8.69
3502,3503,1406,1,Steak Salad,"[[Lettuce, Fajita Veggies]]",8.69
3503,3504,1407,1,Steak Crispy Tacos,[Fresh Tomato Salsa],9.25
3504,3505,1407,1,Chips and Fresh Tomato Salsa,nan,2.95
3505,3506,1408,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Guacamole, Lettuce]]",10.98
3506,3507,1408,1,Chips and Fresh Tomato Salsa,nan,2.39
3507,3508,1409,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",22.5
3508,3509,1410,2,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole]]",21.96
3509,3510,1411,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Guacamole]]",10.98
3510,3511,1411,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
3511,3512,1411,1,Side of Chips,nan,1.69
3512,3513,1412,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Guacamole]]",11.75
3513,3514,1412,1,Chips and Tomatillo Green Chili Salsa,nan,2.95
3514,3515,1413,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese]]",8.75
3515,3516,1413,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3516,3517,1414,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Sour Cream]]",8.75
3517,3518,1414,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
3518,3519,1414,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Sour Cream]]",8.75
3519,3520,1415,1,Chicken Burrito,"[[Rice, Cheese]]",8.19
3520,3521,1415,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Rice, Sour Cream, Cheese]]",10.58
3521,3522,1416,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Cheese, Lettuce, Pinto Beans, Rice]]",8.75
3522,3523,1416,1,Chips and Tomatillo Green Chili Salsa,nan,2.95
3523,3524,1416,1,Bottled Water,nan,1.5
3524,3525,1417,2,Canned Soft Drink,[Coke],2.5
3525,3526,1417,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",9.25
3526,3527,1417,1,Chips and Guacamole,nan,4.45
3527,3528,1418,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans]]",9.25
3528,3529,1418,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25
3529,3530,1419,1,Carnitas Burrito,"[Fresh Tomato (Mild), [Lettuce, Rice]]",8.69
3530,3531,1419,1,Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Pinto Beans, Rice, Sour Cream, Cheese]]",8.69
3531,3532,1419,1,Chips and Guacamole,nan,3.89
3532,3533,1420,1,Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",8.69
3533,3534,1420,1,Side of Chips,nan,1.69
3534,3535,1421,1,Chips and Guacamole,nan,4.45
3535,3536,1421,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
3536,3537,1422,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3537,3538,1422,1,Chips and Guacamole,nan,4.45
3538,3539,1422,1,Chips,nan,2.15
3539,3540,1423,1,Chicken Burrito,"[[Lettuce, Fajita Veggies, Rice]]",8.19
3540,3541,1423,1,Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",8.69
3541,3542,1424,1,Chips and Guacamole,nan,4.45
3542,3543,1424,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
3543,3544,1425,1,Canned Soft Drink,[Coke],1.25
3544,3545,1425,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce]]",11.25
3545,3546,1425,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
3546,3547,1426,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, Guacamole]",11.89
3547,3548,1426,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
3548,3549,1426,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Guacamole, Lettuce]]",11.75
3549,3550,1426,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
3550,3551,1427,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
3551,3552,1427,1,Chips,nan,2.15
3552,3553,1427,1,Bottled Water,nan,1.5
3553,3554,1428,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75
3554,3555,1428,1,Chips and Guacamole,nan,4.45
3555,3556,1429,1,Chips and Guacamole,nan,3.99
3556,3557,1429,1,Steak Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
3557,3558,1429,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Guacamole]]",10.98
3558,3559,1429,1,Chips and Tomatillo-Red Chili Salsa,nan,2.39
3559,3560,1430,1,Canned Soft Drink,[Sprite],1.25
3560,3561,1430,1,Chips and Tomatillo Green Chili Salsa,nan,2.95
3561,3562,1430,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75
3562,3563,1431,1,Chips and Tomatillo Green Chili Salsa,nan,2.95
3563,3564,1431,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
3564,3565,1431,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
3565,3566,1431,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
3566,3567,1431,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",8.75
3567,3568,1431,1,Chips,nan,2.15
3568,3569,1432,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",9.25
3569,3570,1432,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25
3570,3571,1433,1,Nantucket Nectar,[Pineapple Orange Banana],3.39
3571,3572,1433,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
3572,3573,1433,1,Chicken Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Cheese, Sour Cream]]",8.49
3573,3574,1433,1,Chips and Tomatillo-Green Chili Salsa,nan,2.39
3574,3575,1434,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole]]",10.98
3575,3576,1434,1,Canned Soda,[Dr. Pepper],1.09
3576,3577,1434,1,Canned Soda,[Coca Cola],1.09
3577,3578,1434,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",8.49
3578,3579,1435,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]",11.25
